2454194042,thakurtarun,Tarun Thakur
95438524,AndroidAuth,Android Authority
1872399366,mesosphere,Mesosphere
37861434,earthquakesSF,SF QuakeBot
896790674,QuakesInCA,CA Earthquakes
2850397899,SpotifyEng,Spotify Engineering
519262288,ApacheMesos,Apache Mesos
70931004,RCBTweets,Royal Challengers
1657730988,Ram_Guha,Ramachandra Guha
17482727,rameshsrivats,Ramesh Srivats
3198991,nextbigwhat,NextBigWhat
60937837,Swamy39,Subramanian Swamy
20571756,satyanadella,Satya Nadella
382267114,Android,Android
33838201,googleresearch,Google Research
14130366,sundarpichai,sundarpichai
2980468657,datos_io,Datos IO
2811966350,DatOSCloud,DatOSCloud
1533597631,robbieuthappa,Robin Aiyuda Uthappa
1469065189,klrahul11,K L Rahul
403200425,ranjiscores,Ranji Trophy Scores
2147760103,SirIshantSharma,Sir Ishant Sharma
204832963,TheTweetOfGod,God
18839785,narendramodi,Narendra Modi
634474191,abbylizz7,abhijit
28040164,acmuiuc,acm@uiuc
26979629,ambikajois,Ambika Jois
40183855,abhishekgirish,Abhishek Girish
2257702590,abhayshan1,abhay shrinath
2512659772,activeanu,Anitha Venugopal
20912758,csgso,CSGSO @ UIUC
41745070,WyattLloyd,Wyatt Lloyd
498007723,RanjiKarnataka,Karnataka Ranji Team
185142711,BCCI,BCCI
543582293,AstroIllini,Mike Hopkins
172442947,TwitterU,Twitter U Recruiting
106085976,DellUIL,DellU - Illinois
16363771,IllinoisCS,CS @ ILLINOIS
508932270,Samanthaprabhu2,Samantha Ruth Prabhu
1102984189,SirJadeja,Sir Ravindra Jadeja
602100784,RoshniGururaj,Roshni Gururaj
22129677,sonamohapatra,Sona Mohapatra
45112524,usainbolt,Usain St. Leo Bolt
51376979,sonamakapoor,Sonam Kapoor
6844292,TwitterEng,Twitter Engineering
409089061,BrettLee_58,Brett Lee
88856792,aamir_khan,Aamir Khan
171117515,KP24,Kevin Pietersen
531032735,vrinda_j_mehta,vrinda j mehta
139876086,ABdeVilliers17,AB de Villiers
242567007,RossLTaylor,Ross Taylor
38393426,FirdoseM,Firdose Moonda
131442917,gauravkalra75,Gaurav Kalra
109275593,ImZaheer,zaheer khan
56304605,sardesairajdeep,Rajdeep Sardesai
143168042,Vinay_Kumar_R,Vinay Kumar R
137616033,sidmallya,Sid Mallya
116037503,DB2EmergingTech,DB2EmergingTech
56934955,ShrutiMittal,shruti mittal
45452226,henrygayle,Chris Gayle
363210621,UnixToolTip,Unix tool tip
71201743,imVkohli,Virat Kohli 
121046433,ImRo45,Rohit Sharma
92724677,virendersehwag,Virender Sehwag
110384744,sreesanth36,Sreesanth
92708272,msdhoni,Mahendra Singh Dhoni
402552808,BCCI_India,The BCCI
59808841,YUVSTRONG12,yuvraj singh
80523968,g_shashank30,shashank gangadhara
154136762,srilakshmimurty,srilakshmi
157660885,HemanthRaju15,Hemanth Raju
80328513,ahindra29,Ahindra
119435806,bharti_nagpal,Bharti Nagpal
52969359,rashmi_h,rashmi 
280448745,pri_246,Priyanka Prakash
259196033,adhar87,Adhar Jain
147859861,nityatk,Nityashree
122050773,bipinbelliappa,Bipin Belliappa
121994342,shrutibhagath,Shruti
104902401,rohithvsm,Rohith Subramanyam
144091561,coolchethan,Chethan Suresh
14197999,krishbharadwaj,Krishna Bharadwaj
129780660,ashWINsrao,Ashwin S
257359750,vidhatha_sv,Vidhatha S Vivekanan
115855438,gnanster,gnanesh
48209210,shravansg,Shravan S.G
130212701,vivekrkatti,Vivek Katti
163784549,hitaishi_nh,Hitaishi N
145125358,SrBachchan,Amitabh Bachchan
97865628,FarOutAkhtar,Farhan Akhtar
135421739,sachin_rt,sachin tendulkar
129786468,urstrulyMahesh,Mahesh Babu
109241992,SunidhiChauhan5,Sunidhi Chauhan
101311381,iamsrk,Shah Rukh Khan
176295495,sanjaymanjrekar,Sanjay Manjrekar
70179948,LalitKModi,Lalit Kumar Modi
57188977,sonunigam,Sonu Nigam
44588485,chetan_bhagat,Chetan Bhagat
62101279,divyaspandana,Divya Spandana/Ramya
101695592,deepikapadukone,Deepika Padukone
87170183,juniorbachchan,Abhishek Bachchan
113419517,iHrithik,Hrithik Roshan
78941611,bhogleharsha,Harsha Bhogle
79964678,mohankumarn,mohankumarn
80608525,iPramodvsm,Pramod Subramanyam
